Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
01-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,981.54,84248,18.1,None,In Stock,4,1182
01-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1189.11,116390,0.8,None,In Stock,4.8,1210
01-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2035.88,203264,-1.8,None,Out of Stock,4.9,456
01-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,226.21,21952,31.2,None,In Stock,4.8,2470
01-07-2023 00:00,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,163.9,13885,50.2,None,In Stock,3.8,3031
01-07-2023 00:00,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,491.77,41616,38.5,None,In Stock,3.9,3887
01-07-2023 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,596.91,57406,25.3,None,Low Stock,4.9,4473
01-07-2023 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,597.21,58659,25.3,None,In Stock,4.6,2706
01-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,787.4,78182,21.2,None,In Stock,4.7,1766
01-07-2023 00:00,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1088.39,107064,9.2,None,In Stock,4.3,1657
01-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1079.76,107878,9.9,None,In Stock,4.8,1006
01-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,792.66,77931,0.8,None,In Stock,4.9,1173
01-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,565.87,48277,29.2,None,In Stock,4.1,1261
01-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,799.31,77784,0,None,Out of Stock,4.5,642
01-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,797.68,79166,0.2,None,In Stock,4.8,1376
01-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,998.61,98269,0,None,In Stock,4.4,1430
01-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,983.37,98287,1.6,None,In Stock,4.6,494
02-07-2023 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,254.81,24808,40.6,None,In Stock,4.3,3980
02-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,262.99,22647,38.7,None,In Stock,4.5,2906
02-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,330.56,31996,22.9,None,In Stock,4.5,3312
02-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,324.7,31440,24.3,None,In Stock,4.5,902
02-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,244.3,20748,43.1,None,In Stock,4.1,2469
02-07-2023 00:00,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,341.55,28463,20.4,None,In Stock,4.5,1576
02-07-2023 00:00,Amazon,Watch,Apple Watch Ultra,New,799,78302,808.69,80535,-1.2,None,In Stock,4.3,1488
02-07-2023 00:00,Flipkart,Watch,Apple Watch Ultra,New,799,78302,785.07,76936,1.7,None,In Stock,4.4,792
02-07-2023 00:00,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,608.65,52729,39.1,None,Out of Stock,4.3,4811
02-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1209.64,120169,-0.9,None,Out of Stock,4.5,514
02-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1186.04,117386,1.1,None,In Stock,4.7,1406
02-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,977.72,81901,18.5,None,In Stock,4.5,619
02-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1184.39,117209,1.2,None,In Stock,4.7,914
02-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1910.14,189095,4.4,None,In Stock,4.8,1798
02-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1879.69,185866,6,None,In Stock,4.8,2324
02-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1993.58,191607,0.3,None,In Stock,4.3,674
02-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1995.52,197567,0.2,None,Out of Stock,4.4,528
02-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1472.82,125601,26.3,None,In Stock,4.2,452
02-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1974.53,194227,1.2,None,Out of Stock,4.6,749
02-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2030.75,199071,-1.6,None,In Stock,4.3,829
02-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,225.14,21759,31.6,None,In Stock,4.5,2462
02-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,195.06,16739,40.7,None,In Stock,3.9,1525
02-07-2023 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,401.42,38933,33,None,Out of Stock,4.4,3931
02-07-2023 00:00,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.03,49110,17.4,None,In Stock,4.9,2647
02-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,373.6,32307,37.6,None,In Stock,3.9,2307
02-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,353.18,29502,41,None,In Stock,3.8,2304
02-07-2023 00:00,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,429.61,36852,46.2,None,In Stock,4.4,3133
02-07-2023 00:00,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,431.65,36377,46,None,In Stock,4.2,3651
02-07-2023 00:00,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1217.72,118645,-1.6,None,In Stock,4.9,825
02-07-2023 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,788.6,77964,21.1,None,In Stock,4.5,2893
02-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,608.39,50805,39.1,None,In Stock,4.1,2343
02-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,805.76,77416,19.3,None,Low Stock,4.8,5203
02-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,814.11,80543,-1.9,None,Out of Stock,4.3,1562
02-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,614.29,52508,23.1,None,In Stock,4.3,708
02-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,802.21,77857,-0.4,None,In Stock,4.7,1109
02-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,997.28,97431,0.2,None,Out of Stock,4.5,1634
02-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,986.8,95637,1.2,None,In Stock,4.5,647
03-07-2023 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,184.79,15515,56.9,None,In Stock,4.2,1504
03-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,330.8,32496,22.9,None,In Stock,4.8,1970
03-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,327.73,32379,23.6,None,Low Stock,4.7,3283
03-07-2023 00:00,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,423.94,40970,1.2,None,In Stock,4.8,727
03-07-2023 00:00,Amazon,Watch,Apple Watch Ultra,New,799,78302,805.98,80402,-0.9,None,In Stock,4.7,1120
03-07-2023 00:00,Amazon,Watch,Apple Watch Ultra,New,799,78302,794.35,78267,0.6,None,In Stock,4.7,875
03-07-2023 00:00,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,801.04,78824,19.8,None,In Stock,4.6,4925
03-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,930.91,80034,22.4,None,Low Stock,4.1,928
03-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1217.85,121310,-1.6,None,Low Stock,4.2,1394
03-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1874.24,180182,6.2,None,Out of Stock,4.4,1229
03-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1871.71,185990,6.4,None,In Stock,4.4,1976
03-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1900.1,188591,4.9,None,In Stock,4.6,1918
03-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1961.32,190158,1.9,None,In Stock,4.6,379
03-07-2023 00:00,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,232.54,23045,29.3,None,Out of Stock,4.6,1890
03-07-2023 00:00,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,190.59,16139,42.1,None,In Stock,3.9,2127
03-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,505.82,49800,15.6,None,Out of Stock,4.7,1088
03-07-2023 00:00,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,598.18,57734,25.1,None,In Stock,4.8,3982
03-07-2023 00:00,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1178.23,113274,1.7,None,In Stock,4.8,1349
03-07-2023 00:00,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,595.95,58396,25.4,None,In Stock,4.6,3398
03-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,558.25,47198,44.1,None,In Stock,4.2,4308
03-07-2023 00:00,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,518.71,44112,35.1,None,In Stock,3.9,2740
03-07-2023 00:00,Amazon,iPhone,iPhone 13 128GB,New,799,78302,703.59,69020,11.9,None,In Stock,4.4,1096
03-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1117.01,107863,6.8,None,Low Stock,4.2,995
03-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1107.53,109881,7.6,None,Low Stock,4.5,1076
03-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1101.6,109722,8.1,None,In Stock,4.9,1271
03-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1089.21,106293,9.2,None,Out of Stock,4.7,1269
03-07-2023 00:00,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1084.58,107068,9.5,None,In Stock,4.4,1332
03-07-2023 00:00,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1118.72,110654,6.7,None,In Stock,4.3,1744
03-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,642.54,55650,19.6,None,Out of Stock,4,1154
03-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,799.29,78711,0,None,Low Stock,4.6,674
03-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,807.44,78676,-1.1,None,In Stock,4.7,637
03-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,789.53,78189,1.2,None,Out of Stock,4.3,1588
03-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,795.28,77696,0.5,None,In Stock,4.3,1589
03-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,997.92,97563,0.1,None,In Stock,4.4,1331
03-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,1018.54,101102,-2,None,Low Stock,4.7,1302
03-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1002.78,96380,-0.4,None,In Stock,4.5,1250
04-07-2023 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,252.35,24745,41.2,None,In Stock,4.9,2435
04-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,275.9,23603,35.7,None,In Stock,3.9,1741
04-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,329.99,32517,23.1,None,Low Stock,4.9,3183
04-07-2023 00:00,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,423.57,41818,1.3,None,In Stock,4.6,1062
04-07-2023 00:00,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,310.97,26277,27.5,None,Out of Stock,3.9,1052
04-07-2023 00:00,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,359.07,31071,16.3,None,In Stock,4.3,1523
04-07-2023 00:00,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,430.93,42600,-0.4,None,In Stock,4.6,1511
04-07-2023 00:00,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,428.52,42193,0.1,None,In Stock,4.6,829
04-07-2023 00:00,Flipkart,Watch,Apple Watch Ultra,New,799,78302,813.91,80336,-1.9,None,In Stock,4.8,822
04-07-2023 00:00,Flipkart,Watch,Apple Watch Ultra,New,799,78302,810.27,79636,-1.4,None,In Stock,4.5,1019
04-07-2023 00:00,Amazon,Watch,Apple Watch Ultra,New,799,78302,806.7,79365,-1,None,In Stock,4.4,1424
04-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1884.1,182502,5.7,None,In Stock,4.6,2023
04-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1583.85,135613,20.8,None,Out of Stock,4.2,962
04-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1970.24,190524,1.4,None,In Stock,4.7,856
04-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,230.4,22816,30,None,In Stock,4.9,2948
04-07-2023 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,281.46,23551,53,None,In Stock,3.8,4856
04-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,355.38,30728,40.7,None,In Stock,4.2,1694
04-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,504.48,49000,15.8,None,In Stock,4.5,2479
04-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,492.54,47819,17.8,None,In Stock,4.4,2228
04-07-2023 00:00,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,497.72,47907,16.9,None,In Stock,4.9,1517
04-07-2023 00:00,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,507.97,42949,36.4,None,In Stock,4.1,3365
04-07-2023 00:00,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,610.96,59804,23.5,None,Low Stock,4.8,2020
04-07-2023 00:00,Amazon,iPhone,iPhone 12 64GB,New,799,78302,593.96,59230,25.7,None,In Stock,4.2,4840
04-07-2023 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,631.44,53736,36.8,None,In Stock,4.5,1409
04-07-2023 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,810.27,80343,18.9,None,Out of Stock,4.3,4496
04-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,607.41,51731,39.2,None,In Stock,4,3953
04-07-2023 00:00,Amazon,iPhone,iPhone 13 128GB,New,799,78302,689.85,68169,13.7,None,In Stock,4.4,1229
04-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,585.41,49356,26.7,None,In Stock,4.5,1254
04-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,810.8,78896,-1.5,None,In Stock,4.8,1289
04-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,1017.21,100852,-1.8,None,In Stock,4.9,1516
04-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,992.97,96457,0.6,None,In Stock,4.2,952
04-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,979.31,95545,2,None,In Stock,4.8,1240
04-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,837.54,71000,16.2,None,Low Stock,4.3,691
04-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,856.96,72180,14.2,None,In Stock,4.1,867
04-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,992.15,97135,0.7,None,In Stock,4.4,1329
04-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,758.93,65759,24,None,Low Stock,4.2,802
05-07-2023 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,262.43,26211,38.8,None,In Stock,4.5,1644
05-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,241.45,20583,43.7,None,In Stock,3.9,3146
05-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,335.37,32936,21.8,None,In Stock,4.5,1821
05-07-2023 00:00,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,324.76,32297,24.3,None,In Stock,4.5,1176
05-07-2023 00:00,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,310.51,25979,27.6,None,In Stock,3.9,1362
05-07-2023 00:00,Amazon,Watch,Apple Watch Ultra,New,799,78302,794.35,78818,0.6,None,In Stock,4.8,874
05-07-2023 00:00,Flipkart,Watch,Apple Watch Ultra,New,799,78302,806.49,78675,-0.9,None,In Stock,4.5,1044
05-07-2023 00:00,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,783.49,76113,21.6,None,In Stock,4.2,3521
05-07-2023 00:00,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,575.24,48512,42.4,None,Low Stock,4,3169
05-07-2023 00:00,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,785.15,76349,21.4,None,In Stock,4.6,4979
05-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1202.25,119277,-0.3,None,In Stock,4.5,646
05-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1197.23,116382,0.1,None,In Stock,4.6,1770
05-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1204.14,118257,-0.4,None,In Stock,4.7,1206
05-07-2023 00:00,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1184.67,116416,1.2,None,Out of Stock,4.8,792
05-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,957.51,80701,20.1,None,In Stock,4.2,1493
05-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1881.28,182532,5.9,None,In Stock,4.5,2967
05-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1361.76,117504,31.9,None,In Stock,4.2,1026
05-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1990.14,194199,0.4,None,In Stock,4.3,650
05-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1594.36,133800,20.2,None,In Stock,4.3,283
05-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1997.19,196507,0.1,None,In Stock,4.6,734
05-07-2023 00:00,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1622.75,138992,18.8,None,In Stock,4.5,890
05-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,171.6,14303,47.8,None,Out of Stock,4,2571
05-07-2023 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,401.62,38707,33,None,Out of Stock,4.2,4331
05-07-2023 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,405.57,39524,32.3,None,In Stock,4.4,4413
05-07-2023 00:00,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,287.7,24756,52,None,In Stock,4.3,3286
05-07-2023 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,404.72,39130,32.4,None,In Stock,4.6,3313
05-07-2023 00:00,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,504.16,49949,15.8,None,In Stock,4.5,1417
05-07-2023 00:00,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,399.82,33524,33.3,None,In Stock,4,724
05-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,506.34,49972,15.5,None,In Stock,4.3,1419
05-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,405.63,33902,32.3,None,In Stock,4.5,2285
05-07-2023 00:00,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,464.08,39408,41.9,None,In Stock,3.9,2014
05-07-2023 00:00,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1206.58,118960,-0.6,None,Out of Stock,4.6,1415
05-07-2023 00:00,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,999.84,84545,16.6,None,In Stock,4.4,647
05-07-2023 00:00,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,798.02,78946,20.1,None,Out of Stock,4.6,2252
05-07-2023 00:00,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,698.47,68753,12.6,None,In Stock,4.6,3441
05-07-2023 00:00,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,707.89,68455,11.4,None,In Stock,4.6,2720
05-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,806.77,79751,-1,None,In Stock,4.6,846
05-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,991.05,97718,0.8,None,In Stock,4.5,1544
05-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1015.39,101170,-1.6,None,In Stock,4.8,908
05-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1000.93,97174,-0.2,None,Out of Stock,4.7,1205
06-07-2023 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,185.55,15630,56.7,None,Out of Stock,4.1,2836
06-07-2023 00:00,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,215.16,18152,49.8,None,In Stock,4,1911
06-07-2023 00:00,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,238.22,20411,44.5,None,Out of Stock,4.2,2668
06-07-2023 00:00,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,427.36,41161,0.4,None,In Stock,4.3,809
06-07-2023 00:00,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,425.82,42391,0.7,None,In Stock,4.2,1178
06-07-2023 00:00,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1180.22,116444,1.6,None,In Stock,4.4,847
06-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1896.85,182662,5.1,None,In Stock,4.7,2465
06-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1868.06,184966,6.6,None,Out of Stock,4.8,2706
06-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2011.19,199894,-0.6,None,In Stock,4.2,735
06-07-2023 00:00,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2033.08,197801,-1.7,None,In Stock,4.6,741
06-07-2023 00:00,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,192.8,16284,41.4,None,In Stock,4.2,2817
06-07-2023 00:00,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,404.86,39849,32.4,None,In Stock,4.3,3940
06-07-2023 00:00,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,504.39,48740,15.8,None,Out of Stock,4.5,1130
06-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,380.78,32646,36.4,None,Out of Stock,4.5,1209
06-07-2023 00:00,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,497.08,48001,17,None,In Stock,4.2,1979
06-07-2023 00:00,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1199.92,117163,-0.1,None,In Stock,4.3,1201
06-07-2023 00:00,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,789.57,77586,21,None,In Stock,4.3,5276
06-07-2023 00:00,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,708.94,70441,11.3,None,Low Stock,4.2,2403
06-07-2023 00:00,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,511.32,43897,36,None,In Stock,4.1,3319
06-07-2023 00:00,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1101.32,109144,8.1,None,Low Stock,4.3,2838
06-07-2023 00:00,Amazon,iPhone,iPhone 14 128GB,New,799,78302,807.22,80516,-1,None,In Stock,4.4,1342
06-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,620.82,51980,22.3,None,In Stock,4.1,1594
06-07-2023 00:00,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,812.91,79536,-1.7,None,In Stock,4.8,836
06-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,984.69,97014,1.4,None,In Stock,4.7,812
06-07-2023 00:00,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,997.71,97421,0.1,None,In Stock,4.4,1176
06-07-2023 00:00,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1008.97,99536,-1,None,In Stock,4.4,1236
07-07-2023 00:00,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,257.18,25672,40.1,None,In Stock,4.7,3346
